Date,Open,High,Low,Close,Adj Close,Volume
2011-07-08,70.010002,70.389999,69.459999,69.930000,56.489773,6016400
2011-07-11,69.339996,69.480003,68.919998,69.300003,55.980858,5248800
2011-07-12,69.199997,69.540001,68.860001,69.010002,55.746601,5376300
2011-07-13,69.379997,69.470001,68.629997,68.889999,55.649670,4955500
2011-07-14,68.739998,69.080002,68.440002,68.599998,55.415409,4460000
2011-07-15,68.529999,68.529999,68.000000,68.529999,55.358849,6760200
2011-07-18,68.610001,68.610001,67.379997,68.000000,54.930714,6165000
2011-07-19,68.089996,68.730003,67.750000,68.540001,55.366913,6550200
2011-07-20,68.860001,68.870003,68.279999,68.489998,55.326542,5707000
2011-07-21,67.309998,67.309998,64.790001,66.169998,53.452423,26300600
2011-07-22,66.180000,66.250000,65.239998,65.760002,53.121239,10477200
2011-07-25,65.199997,65.379997,64.269997,64.370003,51.998383,14148600
2011-07-26,64.650002,64.650002,64.010002,64.070000,51.756035,12524600
2011-07-27,64.089996,64.440002,63.790001,63.860001,51.586399,12889200
2011-07-28,64.150002,64.400002,63.880001,63.889999,51.610626,6831700
2011-07-29,63.810001,64.209999,63.549999,64.040001,51.731812,8711600
2011-08-01,64.220001,64.430000,63.450001,63.860001,51.586399,7997200
2011-08-02,63.610001,63.759998,63.180000,63.180000,51.037098,8047800
2011-08-03,63.340000,64.589996,63.180000,64.480003,52.087238,11800200
2011-08-04,64.430000,65.089996,63.200001,63.349998,51.174427,15201200
2011-08-05,64.139999,65.480003,63.480000,64.669998,52.240723,18775700
2011-08-08,64.169998,64.910004,62.880001,62.970001,50.867470,20127300
2011-08-09,63.509998,63.889999,60.610001,63.090000,50.964386,27337100
2011-08-10,62.580002,62.889999,60.099998,60.320000,48.726765,21692800
2011-08-11,60.410000,63.590000,60.410000,62.869999,50.786671,14654100
2011-08-12,63.299999,63.570000,62.560001,63.180000,51.037098,8808000
2011-08-15,63.490002,63.750000,63.169998,63.570000,51.352139,7026800
2011-08-16,63.169998,64.059998,62.849998,63.759998,51.505619,6746300
2011-08-17,63.770000,64.779999,63.680000,64.620003,52.200325,7568700
2011-08-18,63.820000,64.559998,62.500000,63.090000,50.964386,12016800
2011-08-19,62.570000,63.150002,61.849998,62.070000,50.140427,13212600
2011-08-22,62.790001,62.790001,61.770000,61.919998,50.019253,8212500
2011-08-23,62.150002,63.480000,62.099998,63.480000,51.279430,7631200
2011-08-24,63.369999,63.750000,63.029999,63.700001,51.457153,6789100
2011-08-25,63.770000,63.919998,62.750000,63.020000,50.907845,13773400
2011-08-26,63.349998,63.520000,62.000000,63.160000,51.020935,12274200
2011-08-29,63.709999,64.209999,63.540001,64.160004,51.828735,18839600
2011-08-30,63.970001,64.910004,63.650002,64.519997,52.119553,7969600
2011-08-31,64.129997,64.750000,64.010002,64.430000,52.465633,8353600
2011-09-01,64.379997,64.879997,64.099998,64.150002,52.237625,5986200
2011-09-02,63.630001,64.110001,63.180000,63.299999,51.545467,5790000
2011-09-06,61.750000,62.580002,61.520000,62.450001,50.853313,8216000
2011-09-07,62.980000,62.990002,61.180000,61.619999,50.177429,14915300
2011-09-08,61.419998,61.490002,61.099998,61.340000,49.949444,11827200
2011-09-09,61.070000,61.200001,59.680000,59.990002,48.850117,14838300
2011-09-12,59.400002,60.240002,59.250000,60.139999,48.972263,11253500
2011-09-13,60.299999,60.930000,60.119999,60.540001,49.297985,9470700
2011-09-14,60.860001,62.160000,60.279999,61.580002,50.144852,10606900
2011-09-15,62.080002,63.590000,60.980000,63.220001,51.480324,18666400
2011-09-16,63.060001,63.060001,61.580002,62.049999,50.527588,16669100
2011-09-19,61.119999,61.189999,60.000000,60.560001,49.314274,13587000
2011-09-20,60.660000,61.380001,60.290001,60.389999,49.175842,9630200
2011-09-21,61.639999,62.009998,60.740002,60.790001,49.501560,14350400
2011-09-22,60.000000,61.189999,59.590000,60.919998,49.607414,16341000
2011-09-23,60.590000,60.790001,59.650002,60.340000,49.135124,11139000
2011-09-26,60.750000,62.040001,60.730000,61.889999,50.397293,10312400
2011-09-27,62.720001,63.130001,62.230000,62.430000,50.837029,7991500
2011-09-28,62.610001,63.310001,61.860001,61.970001,50.462440,7054300
2011-09-29,62.740002,63.119999,61.950001,62.580002,50.959175,6609100
2011-09-30,62.369999,62.990002,61.849998,61.900002,50.405445,7405600
2011-10-03,61.590000,62.200001,60.240002,60.290001,49.094414,10573100
2011-10-04,59.720001,60.560001,58.500000,60.450001,49.224697,11390500
2011-10-05,60.150002,60.340000,59.330002,60.290001,49.094414,9194000
2011-10-06,59.959999,60.610001,59.480000,60.570000,49.322414,8023900
2011-10-07,60.980000,61.560001,60.599998,61.020000,49.688854,7909800
2011-10-10,61.660000,61.930000,61.369999,61.869999,50.381008,5985600
2011-10-11,61.570000,61.820000,60.509998,60.950001,49.631851,10261900
2011-10-12,62.369999,63.619999,62.000000,62.700001,51.056892,13796200
2011-10-13,62.189999,62.490002,62.009998,62.360001,50.780014,6887300
2011-10-14,62.730000,62.750000,61.790001,62.240002,50.682308,8736600
2011-10-17,61.860001,62.619999,61.799999,61.889999,50.397293,5095000
2011-10-18,62.020000,62.810001,61.669998,62.410000,50.820740,7361200
2011-10-19,62.400002,62.759998,62.020000,62.110001,50.576439,5719700
2011-10-20,62.279999,62.459999,61.889999,62.119999,50.584591,6210700
2011-10-21,62.570000,62.880001,62.000000,62.279999,50.714878,10698900
2011-10-24,62.299999,62.500000,61.750000,62.099998,50.568295,7490100
2011-10-25,62.369999,62.570000,61.709999,61.820000,50.340309,9199100
2011-10-26,62.070000,62.160000,61.500000,62.009998,50.495007,7588900
2011-10-27,62.910000,63.060001,62.169998,62.880001,51.203449,11217200
2011-10-28,63.240002,63.470001,62.759998,63.200001,51.464035,8076100
2011-10-31,62.590000,63.580002,62.590000,62.950001,51.260456,9351500
2011-11-01,62.110001,62.599998,61.889999,62.230000,50.674164,11377900
2011-11-02,62.680000,62.790001,62.150002,62.410000,50.820740,7002600
2011-11-03,62.470001,62.849998,62.130001,62.799999,51.138317,7680100
2011-11-04,62.500000,62.529999,61.669998,61.990002,50.478725,6312800
2011-11-07,61.990002,62.540001,61.560001,62.500000,50.894028,5022500
2011-11-08,62.610001,63.750000,62.320000,63.660000,51.838604,8745400
2011-11-09,62.939999,63.130001,62.070000,62.279999,50.714878,6851500
2011-11-10,62.650002,63.259998,62.290001,62.959999,51.268608,5707900
2011-11-11,63.279999,63.500000,63.110001,63.279999,51.529182,4932500
2011-11-14,63.189999,63.230000,62.500000,62.799999,51.138317,3989700
2011-11-15,63.119999,64.919998,63.090000,64.500000,52.522629,14947300
2011-11-16,64.430000,66.650002,64.279999,65.089996,53.003078,17887600
2011-11-17,64.900002,65.089996,63.200001,64.089996,52.188759,13519700
2011-11-18,64.050003,64.139999,63.040001,63.889999,52.025906,10355300
2011-11-21,63.209999,63.740002,63.049999,63.150002,51.423317,6964200
2011-11-22,62.889999,63.540001,62.880001,63.180000,51.447746,4745100
2011-11-23,62.830002,62.959999,62.250000,62.400002,50.812588,5386100
2011-11-25,62.700001,62.910000,62.400002,62.490002,50.885883,2893500
2011-11-28,62.700001,63.549999,62.580002,62.990002,51.293026,5459000
2011-11-29,63.090000,64.010002,63.000000,63.660000,51.838604,6408900
2011-11-30,64.389999,64.610001,63.669998,64.000000,52.540527,10022600
2011-12-01,64.269997,64.470001,63.830002,64.089996,52.614403,7686200
2011-12-02,64.440002,64.699997,64.150002,64.279999,52.770390,6571600
2011-12-05,64.690002,64.769997,64.089996,64.400002,52.868900,5601300
2011-12-06,64.599998,65.040001,64.150002,64.650002,53.074135,5992700
2011-12-07,64.449997,65.169998,64.230003,64.910004,53.287590,5638400
2011-12-08,64.540001,65.139999,64.220001,64.330002,52.811443,5170100
2011-12-09,64.440002,65.400002,64.419998,65.190002,53.517448,6351700
2011-12-12,65.099998,65.239998,63.889999,64.660004,53.082344,5834400
2011-12-13,64.949997,65.239998,64.139999,64.279999,52.770390,4946400
2011-12-14,64.410004,64.669998,63.930000,63.980000,52.524101,5665500
2011-12-15,64.029999,65.099998,63.939999,64.849998,53.238323,6417700
2011-12-16,65.279999,65.400002,64.620003,64.709999,53.123390,8619400
2011-12-19,64.629997,65.169998,64.199997,64.370003,52.844269,4943000
2011-12-20,64.800003,65.709999,64.620003,65.529999,53.796558,4800400
2011-12-21,65.220001,66.250000,65.220001,66.040001,54.215260,4979700
2011-12-22,66.029999,66.419998,65.919998,66.040001,54.215260,3537200
2011-12-23,66.279999,66.690002,66.120003,66.570000,54.650356,2625700
2011-12-27,66.470001,66.779999,66.320000,66.379997,54.494370,2544000
2011-12-28,66.379997,66.500000,65.839996,65.910004,54.108543,3179800
2011-12-29,65.970001,66.629997,65.959999,66.540001,54.625725,2840300
2011-12-30,66.419998,66.690002,66.239998,66.349998,54.469753,2632900
2012-01-03,66.860001,67.190002,66.360001,66.400002,54.510788,5348800
2012-01-04,66.410004,66.839996,66.120003,66.739998,54.789917,6042400
2012-01-05,66.580002,66.669998,66.120003,66.220001,54.363014,4909100
2012-01-06,66.269997,66.269997,65.290001,65.389999,53.681637,6533000
2012-01-09,65.260002,65.830002,65.010002,65.730003,53.960766,5859600
2012-01-10,65.980003,66.050003,65.470001,65.660004,53.903286,4996000
2012-01-11,65.000000,65.169998,64.129997,65.010002,53.369675,10470200
2012-01-12,65.099998,65.180000,64.470001,64.620003,53.049511,5745700
2012-01-13,64.440002,64.720001,64.300003,64.400002,52.868900,6677900
2012-01-17,64.760002,65.089996,64.599998,64.650002,53.074135,7457600
2012-01-18,64.669998,65.080002,64.510002,64.849998,53.238323,5373300
2012-01-19,65.139999,66.050003,64.949997,65.910004,54.108543,8195800
2012-01-20,66.059998,66.410004,65.570000,66.279999,54.412277,5538800
2012-01-23,65.919998,66.150002,65.389999,66.099998,54.264515,5551000
2012-01-24,65.959999,66.320000,65.940002,66.199997,54.346611,4148700
2012-01-25,65.879997,66.800003,65.669998,66.699997,54.757069,5131300
2012-01-26,66.620003,66.959999,66.349998,66.519997,54.609303,5345900
2012-01-27,66.250000,66.419998,65.669998,65.809998,54.026428,5832500
2012-01-30,65.599998,65.599998,65.160004,65.410004,53.698063,5712300
2012-01-31,65.500000,65.690002,65.279999,65.669998,53.911499,5834300
2012-02-01,65.989998,66.500000,65.860001,66.379997,54.494370,6351200
2012-02-02,66.599998,66.699997,66.199997,66.400002,54.510788,5124100
2012-02-03,66.879997,66.900002,66.300003,66.660004,54.724243,6295300
2012-02-06,66.419998,66.760002,66.129997,66.519997,54.609303,4917700
2012-02-07,66.269997,66.980003,66.139999,66.760002,54.806347,5597800
2012-02-08,66.820000,66.919998,66.470001,66.739998,54.789917,6021900
2012-02-09,64.860001,64.900002,63.810001,64.269997,52.762180,25593100
2012-02-10,64.120003,64.190002,63.630001,63.950001,52.499485,10702500
2012-02-13,64.010002,64.190002,63.380001,63.689999,52.286026,9295900
2012-02-14,63.520000,63.980000,63.290001,63.520000,52.146473,12623200
2012-02-15,63.340000,63.599998,62.919998,63.070000,51.777042,9099000
2012-02-16,63.200001,63.299999,62.730000,62.730000,51.497917,11449400
2012-02-17,62.570000,62.759998,62.330002,62.680000,51.456879,14646300
2012-02-21,63.049999,63.389999,62.970001,63.139999,51.834503,6581800
2012-02-22,63.160000,63.290001,63.000000,63.099998,51.801674,5506300
2012-02-23,63.180000,63.240002,62.830002,63.130001,51.826305,19031400
2012-02-24,63.150002,63.520000,63.150002,63.310001,51.974068,16088000
2012-02-27,63.180000,63.750000,63.049999,63.320000,51.982285,25483800
2012-02-28,63.529999,63.689999,63.029999,63.320000,51.982285,6407500
2012-02-29,62.900002,63.130001,62.810001,62.939999,52.094017,7013800
2012-03-01,63.049999,63.049999,62.439999,62.549999,51.771217,7660300
2012-03-02,62.540001,62.680000,62.400002,62.520000,51.746395,6011800
2012-03-05,62.500000,62.980000,62.430000,62.790001,51.969868,5646600
2012-03-06,62.349998,62.820000,62.220001,62.279999,51.547752,7231200
2012-03-07,62.330002,62.740002,62.150002,62.619999,51.829155,7509000
2012-03-08,62.900002,63.119999,62.730000,62.950001,52.102299,4398300
2012-03-09,62.959999,63.320000,62.900002,63.150002,52.267834,4096100
2012-03-12,63.310001,64.050003,63.009998,63.939999,52.921688,8098100
2012-03-13,64.309998,64.570000,64.110001,64.339996,53.252758,7450800
2012-03-14,64.199997,64.629997,63.950001,64.059998,53.021015,6930200
2012-03-15,64.000000,64.339996,63.799999,64.169998,53.112068,4734500
2012-03-16,64.230003,64.500000,64.180000,64.470001,53.360367,8870500
2012-03-19,64.320000,64.879997,64.269997,64.730003,53.575554,6555900
2012-03-20,64.400002,65.559998,64.330002,65.279999,54.030773,7676400
2012-03-21,65.279999,65.580002,65.050003,65.360001,54.096992,6555500
2012-03-22,65.139999,65.559998,65.029999,65.389999,54.121822,5149000
2012-03-23,65.449997,65.760002,65.279999,65.300003,54.047344,5356000
2012-03-26,65.470001,65.800003,65.449997,65.779999,54.444618,5211800
2012-03-27,65.849998,66.190002,65.610001,66.010002,54.634987,5274800
2012-03-28,65.949997,66.029999,65.599998,65.930000,54.568779,5833300
2012-03-29,65.849998,66.019997,65.529999,66.019997,54.643261,6320700
2012-03-30,66.279999,66.500000,66.040001,66.349998,54.916401,5949300
2012-04-02,66.260002,66.750000,66.209999,66.739998,55.239197,5203800
2012-04-03,66.580002,66.820000,66.330002,66.559998,55.090214,5108400
2012-04-04,66.230003,66.519997,66.139999,66.339996,54.908123,4556500
2012-04-05,66.040001,66.209999,65.699997,66.150002,54.750866,5755800
2012-04-09,65.629997,65.690002,65.250000,65.349998,54.088722,4526200
2012-04-10,65.190002,65.349998,64.790001,64.849998,53.674889,5715700
2012-04-11,65.180000,65.419998,64.959999,65.150002,53.923187,5376900
2012-04-12,65.059998,65.500000,64.639999,65.379997,54.113552,5843100
2012-04-13,65.349998,65.500000,65.059998,65.059998,53.848690,7412100
2012-04-16,65.129997,66.389999,65.129997,65.989998,54.618439,7862600
2012-04-17,66.230003,66.650002,66.019997,66.400002,54.957771,6748100
2012-04-18,66.099998,66.309998,66.050003,66.209999,54.800522,5408000
2012-04-19,66.199997,66.360001,66.000000,66.150002,54.750866,6531200
2012-04-20,66.169998,66.739998,66.099998,66.629997,55.148148,7302500
2012-04-23,66.169998,66.449997,66.029999,66.180000,54.775696,4944500
2012-04-24,66.330002,66.839996,66.269997,66.510002,55.048832,5512500
2012-04-25,66.650002,66.860001,66.500000,66.669998,55.181263,7056700
2012-04-26,66.500000,66.769997,66.220001,66.370003,54.932945,7989100
2012-04-27,66.639999,66.690002,66.089996,66.099998,54.709480,6248000
2012-04-30,65.970001,66.250000,65.769997,66.000000,54.626717,5367500
2012-05-01,65.919998,66.739998,65.769997,66.489998,55.032253,6591700
2012-05-02,66.519997,66.919998,66.410004,66.830002,55.313694,5812400
2012-05-03,66.849998,67.000000,66.720001,66.910004,55.379894,5821300
2012-05-04,66.860001,66.900002,65.870003,65.900002,54.543941,6971200
2012-05-07,66.510002,66.970001,66.269997,66.620003,55.139870,6910300
2012-05-08,66.250000,66.699997,66.169998,66.519997,55.057098,6917600
2012-05-09,66.129997,66.339996,65.680000,65.940002,54.577057,6013300
2012-05-10,66.169998,67.190002,66.169998,66.790001,55.280575,8106700
2012-05-11,66.660004,67.250000,66.599998,66.800003,55.288849,5114000
2012-05-14,66.570000,67.449997,66.320000,67.150002,55.578537,7482800
2012-05-15,67.010002,68.599998,66.910004,67.849998,56.157913,16062300
2012-05-16,68.370003,69.070000,68.239998,68.750000,56.902824,12660500
2012-05-17,68.589996,69.180000,68.570000,68.769997,56.919373,10532100
2012-05-18,68.440002,68.449997,67.559998,68.120003,56.381393,11275700
2012-05-21,68.190002,68.220001,67.650002,67.980003,56.265507,5500800
2012-05-22,67.910004,68.500000,67.820000,68.080002,56.348297,5514200
2012-05-23,67.879997,68.400002,67.379997,68.000000,56.282055,5530300
2012-05-24,68.180000,68.900002,67.900002,68.809998,56.952477,16245700
2012-05-25,68.580002,69.099998,68.309998,68.639999,56.811771,9372400
2012-05-29,68.500000,69.339996,68.440002,69.330002,57.382862,10044700
2012-05-30,68.599998,68.599998,68.050003,68.220001,56.905338,7549600
2012-05-31,68.139999,68.589996,67.669998,67.849998,56.596691,10839300
2012-06-01,67.019997,67.610001,66.870003,67.510002,56.313087,10514100
2012-06-04,67.459999,67.650002,67.050003,67.480003,56.288071,6034400
2012-06-05,67.370003,67.430000,66.660004,67.000000,55.887676,5607400
2012-06-06,67.320000,67.660004,67.040001,67.489998,56.296402,5743100
2012-06-07,67.800003,67.980003,67.190002,67.680000,56.454891,6389200
2012-06-08,67.750000,68.410004,67.599998,68.309998,56.980400,3851800
2012-06-11,68.550003,68.820000,68.029999,68.050003,56.763523,3874200
